# DRAFT emoji-data.txt
# For details about the format and other information, see index.html#Data_Files.
#
# Format
# Code ;  Default Style ; Ordering ;  Annotations ; Sources # Version Char Name
#
U+1F1EC U+1F1F9 ; emoji ; 1259 ;  flag, guatemala, Guatemala ;  x   # V6.0 (🇬🇹) flag for Guatemala
U+1F1EC U+1F1FA ; emoji ; 1260 ;  flag, guam, Guam ;  x   # V6.0 (🇬🇺) flag for Guam
U+1F1EC U+1F1FC ; emoji ; 1261 ;  bissau, flag, guinea, Guinea-Bissau ; x   # V6.0 (🇬🇼) flag for Guinea-Bissau
U+1F1EC U+1F1FE ; emoji ; 1262 ;  flag, guyana, Guyana ;  x   # V6.0 (🇬🇾) flag for Guyana
U+1F1ED U+1F1F0 ; emoji ; 1263 ;  china, flag, hong, kong, Hong Kong ;  x   # V6.0 (🇭🇰) flag for Hong Kong
U+1F1ED U+1F1F2 ; emoji ; 1264 ;  flag, heard, island, islands, mcdonald, Heard & McDonald Islands ;  x   # V6.0 (🇭🇲) flag for Heard & McDonald Islands
U+1F1ED U+1F1F3 ; emoji ; 1265 ;  flag, honduras, Honduras ;  x   # V6.0 (🇭🇳) flag for Honduras
U+1F1ED U+1F1F7 ; emoji ; 1266 ;  croatia, flag, Croatia ;  x   # V6.0 (🇭🇷) flag for Croatia
U+1F1ED U+1F1F9 ; emoji ; 1267 ;  flag, haiti, Haiti ;  x   # V6.0 (🇭🇹) flag for Haiti
U+1F1ED U+1F1FA ; emoji ; 1268 ;  flag, hungary, Hungary ;  x   # V6.0 (🇭🇺) flag for Hungary
U+1F1EE U+1F1E9 ; emoji ; 1269 ;  flag, indonesia, Indonesia ;  x   # V6.0 (🇮🇩) flag for Indonesia
U+1F1EE U+1F1E8 ; emoji ; 1270 ;  canary, flag, islands, Canary Islands ; x   # V6.0 (🇮🇨) flag for Canary Islands
U+1F1EE U+1F1EA ; emoji ; 1271 ;  flag, ireland, Ireland ;  x   # V6.0 (🇮🇪) flag for Ireland
U+1F1EE U+1F1F1 ; emoji ; 1272 ;  flag, israel, Israel ;  x   # V6.0 (🇮🇱) flag for Israel
U+1F1EE U+1F1F2 ; emoji ; 1273 ;  flag, isle, man, Isle of Man ;  x   # V6.0 (🇮🇲) flag for Isle of Man
U+1F1EE U+1F1F3 ; emoji ; 1274 ;  flag, india, India ;  x   # V6.0 (🇮🇳) flag for India
U+1F1EE U+1F1F4 ; emoji ; 1275 ;  british, flag, indian, ocean, territory, British Indian Ocean Territory ; x   # V6.0 (🇮🇴) flag for British Indian Ocean Territory
U+1F1EE U+1F1F6 ; emoji ; 1276 ;  flag, iraq, Iraq ;  x   # V6.0 (🇮🇶) flag for Iraq
U+1F1EE U+1F1F7 ; emoji ; 1277 ;  flag, iran, islamic, rep., republic, Iran ; x   # V6.0 (🇮🇷) flag for Iran
U+1F1EE U+1F1F8 ; emoji ; 1278 ;  flag, iceland, Iceland ;  x   # V6.0 (🇮🇸) flag for Iceland
U+1F1EE U+1F1F9 ; emoji ; 1279 ;  flag, italy, Italy ;  j   # V6.0 (🇮🇹) flag for Italy
U+1F1EF U+1F1EA ; emoji ; 1280 ;  flag, jersey, Jersey ;  x   # V6.0 (🇯🇪) flag for Jersey
U+1F1EF U+1F1F2 ; emoji ; 1281 ;  flag, jamaica, Jamaica ;  x   # V6.0 (🇯🇲) flag for Jamaica
U+1F1EF U+1F1F4 ; emoji ; 1282 ;  flag, jordan, Jordan ;  x   # V6.0 (🇯🇴) flag for Jordan
U+1F1EF U+1F1F5 ; emoji ; 1283 ;  flag, japan, Japan ;  j   # V6.0 (🇯🇵) flag for Japan
U+1F1F0 U+1F1EA ; emoji ; 1284 ;  flag, kenya, Kenya ;  x   # V6.0 (🇰🇪) flag for Kenya
U+1F1F0 U+1F1EC ; emoji ; 1285 ;  flag, kyrgyz, kyrgyzstan, republic, Kyrgyzstan ;  x   # V6.0 (🇰🇬) flag for Kyrgyzstan
U+1F1F0 U+1F1ED ; emoji ; 1286 ;  cambodia, flag, Cambodia ;  x   # V6.0 (🇰🇭) flag for Cambodia
U+1F1F0 U+1F1EE ; emoji ; 1287 ;  flag, kiribati, Kiribati ;  x   # V6.0 (🇰🇮) flag for Kiribati
U+1F1F0 U+1F1F2 ; emoji ; 1288 ;  comoros, flag, Comoros ;  x   # V6.0 (🇰🇲) flag for Comoros
U+1F1F0 U+1F1F3 ; emoji ; 1289 ;  flag, kitts, nevis, saint, st., Saint Kitts and Nevis ; x   # V6.0 (🇰🇳) flag for Saint Kitts and Nevis
U+1F1F0 U+1F1F5 ; emoji ; 1290 ;  dem., democratic, flag, korea, north, rep., republic, North Korea ; x   # V6.0 (🇰🇵) flag for North Korea
U+1F1F0 U+1F1F7 ; emoji ; 1291 ;  flag, korea, rep., republic, south, South Korea ; j   # V6.0 (🇰🇷) flag for South Korea
U+1F1F0 U+1F1FC ; emoji ; 1292 ;  flag, kuwait, Kuwait ;  x   # V6.0 (🇰🇼) flag for Kuwait
U+1F1F0 U+1F1FE ; emoji ; 1293 ;  cayman, flag, islands, Cayman Islands ; x   # V6.0 (🇰🇾) flag for Cayman Islands
U+1F1F0 U+1F1FF ; emoji ; 1294 ;  flag, kazakhstan, Kazakhstan ;  x   # V6.0 (🇰🇿) flag for Kazakhstan
U+1F1F1 U+1F1E6 ; emoji ; 1295 ;  democratic, flag, lao, laos, republic, Laos ; x   # V6.0 (🇱🇦) flag for Laos
U+1F1F1 U+1F1E7 ; emoji ; 1296 ;  flag, lebanon, Lebanon ;  x   # V6.0 (🇱🇧) flag for Lebanon
U+1F1F1 U+1F1E8 ; emoji ; 1297 ;  flag, lucia, saint, st., Saint Lucia ;  x   # V6.0 (🇱🇨) flag for Saint Lucia
U+1F1F1 U+1F1EE ; emoji ; 1298 ;  flag, liechtenstein, Liechtenstein ;  x   # V6.0 (🇱🇮) flag for Liechtenstein
U+1F1F1 U+1F1F0 ; emoji ; 1299 ;  flag, lanka, sri, Sri Lanka ; x   # V6.0 (🇱🇰) flag for Sri Lanka
U+1F1F1 U+1F1F7 ; emoji ; 1300 ;  flag, liberia, Liberia ;  x   # V6.0 (🇱🇷) flag for Liberia
U+1F1F1 U+1F1F8 ; emoji ; 1301 ;  flag, lesotho, Lesotho ;  x   # V6.0 (🇱🇸) flag for Lesotho
U+1F1F1 U+1F1F9 ; emoji ; 1302 ;  flag, lithuania, Lithuania ;  x   # V6.0 (🇱🇹) flag for Lithuania
U+1F1F1 U+1F1FA ; emoji ; 1303 ;  flag, luxembourg, Luxembourg ;  x   # V6.0 (🇱🇺) flag for Luxembourg
U+1F1F1 U+1F1FB ; emoji ; 1304 ;  flag, latvia, Latvia ;  x   # V6.0 (🇱🇻) flag for Latvia
U+1F1F1 U+1F1FE ; emoji ; 1305 ;  arab, flag, libya, libyan, Libya ;  x   # V6.0 (🇱🇾) flag for Libya
U+1F1F2 U+1F1E6 ; emoji ; 1306 ;  flag, morocco, Morocco ;  x   # V6.0 (🇲🇦) flag for Morocco
U+1F1F2 U+1F1E8 ; emoji ; 1307 ;  flag, monaco, Monaco ;  x   # V6.0 (🇲🇨) flag for Monaco
U+1F1F2 U+1F1E9 ; emoji ; 1308 ;  flag, moldova, republic, Moldova ;  x   # V6.0 (🇲🇩) flag for Moldova
U+1F1F2 U+1F1EA ; emoji ; 1309 ;  flag, montenegro, Montenegro ;  x   # V6.0 (🇲🇪) flag for Montenegro
U+1F1F2 U+1F1EB ; emoji ; 1310 ;  flag, french, martin, saint, st., Saint Martin ;  x   # V6.0 (🇲🇫) flag for Saint Martin
U+1F1F2 U+1F1EC ; emoji ; 1311 ;  flag, madagascar, Madagascar ;  x   # V6.0 (🇲🇬) flag for Madagascar
U+1F1F2 U+1F1ED ; emoji ; 1312 ;  flag, islands, marshall, Marshall Islands ; x   # V6.0 (🇲🇭) flag for Marshall Islands
U+1F1F2 U+1F1F0 ; emoji ; 1313 ;  flag, former, fyr, macedonia, rep., republic, Macedonia ; x   # V6.0 (🇲🇰) flag for Macedonia
U+1F1F2 U+1F1F1 ; emoji ; 1314 ;  flag, mali, Mali ;  x   # V6.0 (🇲🇱) flag for Mali
U+1F1F2 U+1F1F2 ; emoji ; 1315 ;  burma, flag, myanmar, Myanmar  ;  x   # V6.0 (🇲🇲) flag for Myanmar 
U+1F1F2 U+1F1F3 ; emoji ; 1316 ;  flag, mongolia, Mongolia ;  x   # V6.0 (🇲🇳) flag for Mongolia
U+1F1F2 U+1F1F4 ; emoji ; 1317 ;  administrative, china, flag, macao, macau, region, special, Macau ; x   # V6.0 (🇲🇴) flag for Macau
U+1F1F2 U+1F1F5 ; emoji ; 1318 ;  flag, islands, mariana, northern, Northern Mariana Islands ;  x   # V6.0 (🇲🇵) flag for Northern Mariana Islands
U+1F1F2 U+1F1F6 ; emoji ; 1319 ;  flag, martinique, Martinique ;  x   # V6.0 (🇲🇶) flag for Martinique
U+1F1F2 U+1F1F7 ; emoji ; 1320 ;  flag, mauritania, Mauritania ;  x   # V6.0 (🇲🇷) flag for Mauritania
U+1F1F2 U+1F1F8 ; emoji ; 1321 ;  flag, montserrat, Montserrat ;  x   # V6.0 (🇲🇸) flag for Montserrat
U+1F1F2 U+1F1F9 ; emoji ; 1322 ;  flag, malta, Malta ;  x   # V6.0 (🇲🇹) flag for Malta
U+1F1F2 U+1F1FA ; emoji ; 1323 ;  flag, mauritius, Mauritius ;  x   # V6.0 (🇲🇺) flag for Mauritius
U+1F1F2 U+1F1FB ; emoji ; 1324 ;  flag, maldives, Maldives ;  x   # V6.0 (🇲🇻) flag for Maldives
U+1F1F2 U+1F1FC ; emoji ; 1325 ;  flag, malawi, Malawi ;  x   # V6.0 (🇲🇼) flag for Malawi
U+1F1F2 U+1F1FD ; emoji ; 1326 ;  flag, mexico, Mexico ;  x   # V6.0 (🇲🇽) flag for Mexico
U+1F1F2 U+1F1FE ; emoji ; 1327 ;  flag, malaysia, Malaysia ;  x   # V6.0 (🇲🇾) flag for Malaysia
U+1F1F2 U+1F1FF ; emoji ; 1328 ;  flag, mozambique, Mozambique ;  x   # V6.0 (🇲🇿) flag for Mozambique
U+1F1F3 U+1F1E6 ; emoji ; 1329 ;  flag, namibia, Namibia ;  x   # V6.0 (🇳🇦) flag for Namibia
U+1F1F3 U+1F1E8 ; emoji ; 1330 ;  caledonia, flag, new, New Caledonia ; x   # V6.0 (🇳🇨) flag for New Caledonia
U+1F1F3 U+1F1EA ; emoji ; 1331 ;  flag, niger, Niger ;  x   # V6.0 (🇳🇪) flag for Niger
U+1F1F3 U+1F1EB ; emoji ; 1332 ;  flag, island, norfolk, Norfolk Island ; x   # V6.0 (🇳🇫) flag for Norfolk Island
U+1F1F3 U+1F1EC ; emoji ; 1333 ;  flag, nigeria, Nigeria ;  x   # V6.0 (🇳🇬) flag for Nigeria
U+1F1F3 U+1F1EE ; emoji ; 1334 ;  flag, nicaragua, Nicaragua ;  x   # V6.0 (🇳🇮) flag for Nicaragua
U+1F1F3 U+1F1F1 ; emoji ; 1335 ;  flag, netherlands, Netherlands ;  x   # V6.0 (🇳🇱) flag for Netherlands
U+1F1F3 U+1F1F4 ; emoji ; 1336 ;  flag, norway, Norway ;  x   # V6.0 (🇳🇴) flag for Norway
U+1F1F3 U+1F1F5 ; emoji ; 1337 ;  flag, nepal, Nepal ;  x   # V6.0 (🇳🇵) flag for Nepal
U+1F1F3 U+1F1F7 ; emoji ; 1338 ;  flag, nauru, Nauru ;  x   # V6.0 (🇳🇷) flag for Nauru
U+1F1F3 U+1F1FA ; emoji ; 1339 ;  flag, niue, Niue ;  x   # V6.0 (🇳🇺) flag for Niue
U+1F1F3 U+1F1FF ; emoji ; 1340 ;  flag, new, zealand, New Zealand ; x   # V6.0 (🇳🇿) flag for New Zealand
U+1F1F4 U+1F1F2 ; emoji ; 1341 ;  flag, oman, Oman ;  x   # V6.0 (🇴🇲) flag for Oman
U+1F1F5 U+1F1E6 ; emoji ; 1342 ;  flag, panama, Panama ;  x   # V6.0 (🇵🇦) flag for Panama
U+1F1F5 U+1F1EA ; emoji ; 1343 ;  flag, peru, Peru ;  x   # V6.0 (🇵🇪) flag for Peru
U+1F1F5 U+1F1EB ; emoji ; 1344 ;  flag, french, polynesia, French Polynesia ; x   # V6.0 (🇵🇫) flag for French Polynesia
U+1F1F5 U+1F1EC ; emoji ; 1345 ;  flag, guinea, new, papua, Papua New Guinea ;  x   # V6.0 (🇵🇬) flag for Papua New Guinea
U+1F1F5 U+1F1ED ; emoji ; 1346 ;  flag, philippines, Philippines ;  x   # V6.0 (🇵🇭) flag for Philippines
U+1F1F5 U+1F1F0 ; emoji ; 1347 ;  flag, pakistan, Pakistan ;  x   # V6.0 (🇵🇰) flag for Pakistan
U+1F1F5 U+1F1F1 ; emoji ; 1348 ;  flag, poland, Poland ;  x   # V6.0 (🇵🇱) flag for Poland
U+1F1F5 U+1F1F2 ; emoji ; 1349 ;  flag, miquelon, pierre, saint, st., Saint Pierre and Miquelon ; x   # V6.0 (🇵🇲) flag for Saint Pierre and Miquelon
U+1F1F5 U+1F1F3 ; emoji ; 1350 ;  flag, islands, pitcairn, Pitcairn Islands ; x   # V6.0 (🇵🇳) flag for Pitcairn Islands
U+1F1F5 U+1F1F7 ; emoji ; 1351 ;  flag, puerto, rico, Puerto Rico ; x   # V6.0 (🇵🇷) flag for Puerto Rico
U+1F1F5 U+1F1F8 ; emoji ; 1352 ;  bank, flag, gaza, occupied, palestine, palestinian, strip, territories, territory, west, Palestinian Territories ;  x   # V6.0 (🇵🇸) flag for Palestinian Territories
U+1F1F5 U+1F1F9 ; emoji ; 1353 ;  flag, portugal, Portugal ;  x   # V6.0 (🇵🇹) flag for Portugal
U+1F1F5 U+1F1FC ; emoji ; 1354 ;  flag, palau, Palau ;  x   # V6.0 (🇵🇼) flag for Palau
U+1F1F5 U+1F1FE ; emoji ; 1355 ;  flag, paraguay, Paraguay ;  x   # V6.0 (🇵🇾) flag for Paraguay
U+1F1F6 U+1F1E6 ; emoji ; 1356 ;  flag, qatar, Qatar ;  x   # V6.0 (🇶🇦) flag for Qatar
U+1F1F7 U+1F1EA ; emoji ; 1357 ;  flag, reunion, réunion, Réunion ; x   # V6.0 (🇷🇪) flag for Réunion
U+1F1F7 U+1F1F4 ; emoji ; 1358 ;  flag, romania, Romania ;  x   # V6.0 (🇷🇴) flag for Romania
U+1F1F7 U+1F1F8 ; emoji ; 1359 ;  flag, serbia, Serbia ;  x   # V6.0 (🇷🇸) flag for Serbia
U+1F1F7 U+1F1FA ; emoji ; 1360 ;  federation, flag, russia, russian, Russia ; j   # V6.0 (🇷🇺) flag for Russia
U+1F1F7 U+1F1FC ; emoji ; 1361 ;  flag, republic, rwanda, Rwanda ;  x   # V6.0 (🇷🇼) flag for Rwanda
U+1F1F8 U+1F1E6 ; emoji ; 1362 ;  arabia, flag, saudi, Saudi Arabia ; x   # V6.0 (🇸🇦) flag for Saudi Arabia
U+1F1F8 U+1F1E7 ; emoji ; 1363 ;  flag, islands, solomon, Solomon Islands ; x   # V6.0 (🇸🇧) flag for Solomon Islands
U+1F1F8 U+1F1E8 ; emoji ; 1364 ;  flag, seychelles, Seychelles ;  x   # V6.0 (🇸🇨) flag for Seychelles
U+1F1F8 U+1F1E9 ; emoji ; 1365 ;  flag, sudan, Sudan ;  x   # V6.0 (🇸🇩) flag for Sudan
U+1F1F8 U+1F1EA ; emoji ; 1366 ;  flag, sweden, Sweden ;  x   # V6.0 (🇸🇪) flag for Sweden
U+1F1F8 U+1F1EC ; emoji ; 1367 ;  flag, singapore, Singapore ;  x   # V6.0 (🇸🇬) flag for Singapore
U+1F1F8 U+1F1ED ; emoji ; 1368 ;  ascension, cunha, flag, helena, saint, st., tristan, Saint Helena ; x   # V6.0 (🇸🇭) flag for Saint Helena
U+1F1F8 U+1F1EE ; emoji ; 1369 ;  flag, slovenia, Slovenia ;  x   # V6.0 (🇸🇮) flag for Slovenia
U+1F1F8 U+1F1EF ; emoji ; 1370 ;  flag, islands, jan, mayen, svalbard, Svalbard and Jan Mayen ; x   # V6.0 (🇸🇯) flag for Svalbard and Jan Mayen
U+1F1F8 U+1F1F0 ; emoji ; 1371 ;  flag, republic, slovak, slovakia, Slovakia ;  x   # V6.0 (🇸🇰) flag for Slovakia
U+1F1F8 U+1F1F1 ; emoji ; 1372 ;  flag, leone, sierra, Sierra Leone ; x   # V6.0 (🇸🇱) flag for Sierra Leone
U+1F1F8 U+1F1F2 ; emoji ; 1373 ;  flag, marino, san, San Marino ; x   # V6.0 (🇸🇲) flag for San Marino
U+1F1F8 U+1F1F3 ; emoji ; 1374 ;  flag, senegal, Senegal ;  x   # V6.0 (🇸🇳) flag for Senegal
U+1F1F8 U+1F1F4 ; emoji ; 1375 ;  flag, somalia, Somalia ;  x   # V6.0 (🇸🇴) flag for Somalia
U+1F1F8 U+1F1F7 ; emoji ; 1376 ;  flag, suriname, Suriname ;  x   # V6.0 (🇸🇷) flag for Suriname
U+1F1F8 U+1F1F8 ; emoji ; 1377 ;  flag, south, sudan, South Sudan ; x   # V6.0 (🇸🇸) flag for South Sudan
U+1F1F8 U+1F1F9 ; emoji ; 1378 ;  flag, principe, príncipe, sao, são, tome, tomé, São Tomé and Príncipe ; x   # V6.0 (🇸🇹) flag for São Tomé and Príncipe
U+1F1F8 U+1F1FB ; emoji ; 1379 ;  el, flag, salvador, El Salvador ; x   # V6.0 (🇸🇻) flag for El Salvador
U+1F1F8 U+1F1FD ; emoji ; 1380 ;  dutch, flag, maarten, sint, Sint Maarten ;  x   # V6.0 (🇸🇽) flag for Sint Maarten
U+1F1F8 U+1F1FE ; emoji ; 1381 ;  arab, flag, republic, syria, syrian, Syria ;  x   # V6.0 (🇸🇾) flag for Syria
U+1F1F8 U+1F1FF ; emoji ; 1382 ;  flag, swaziland, Swaziland ;  x   # V6.0 (🇸🇿) flag for Swaziland
U+1F1F9 U+1F1E6 ; emoji ; 1383 ;  cunha, flag, tristan, Tristan da Cunha ;  x   # V6.0 (🇹🇦) flag for Tristan da Cunha
U+1F1F9 U+1F1E8 ; emoji ; 1384 ;  caicos, flag, islands, turks, Turks and Caicos Islands ;  x   # V6.0 (🇹🇨) flag for Turks and Caicos Islands
U+1F1F9 U+1F1E9 ; emoji ; 1385 ;  chad, flag, Chad ;  x   # V6.0 (🇹🇩) flag for Chad
U+1F1F9 U+1F1EB ; emoji ; 1386 ;  flag, french, southern, territories, French Southern Territories ;  x   # V6.0 (🇹🇫) flag for French Southern Territories
U+1F1F9 U+1F1EC ; emoji ; 1387 ;  flag, togo, Togo ;  x   # V6.0 (🇹🇬) flag for Togo
U+1F1F9 U+1F1ED ; emoji ; 1388 ;  flag, thailand, Thailand ;  x   # V6.0 (🇹🇭) flag for Thailand
U+1F1F9 U+1F1EF ; emoji ; 1389 ;  flag, tajikistan, Tajikistan ;  x   # V6.0 (🇹🇯) flag for Tajikistan
U+1F1F9 U+1F1F0 ; emoji ; 1390 ;  flag, tokelau, Tokelau ;  x   # V6.0 (🇹🇰) flag for Tokelau
U+1F1F9 U+1F1F1 ; emoji ; 1391 ;  east, flag, leste, timor, Timor-Leste ; x   # V6.0 (🇹🇱) flag for Timor-Leste
U+1F1F9 U+1F1F2 ; emoji ; 1392 ;  flag, turkmenistan, Turkmenistan ;  x   # V6.0 (🇹🇲) flag for Turkmenistan
U+1F1F9 U+1F1F3 ; emoji ; 1393 ;  flag, tunisia, Tunisia ;  x   # V6.0 (🇹🇳) flag for Tunisia
U+1F1F9 U+1F1F4 ; emoji ; 1394 ;  flag, tonga, Tonga ;  x   # V6.0 (🇹🇴) flag for Tonga
U+1F1F9 U+1F1F7 ; emoji ; 1395 ;  flag, turkey, Turkey ;  x   # V6.0 (🇹🇷) flag for Turkey
U+1F1F9 U+1F1F9 ; emoji ; 1396 ;  flag, tobago, trinidad, Trinidad and Tobago ; x   # V6.0 (🇹🇹) flag for Trinidad and Tobago
U+1F1F9 U+1F1FB ; emoji ; 1397 ;  flag, tuvalu, Tuvalu ;  x   # V6.0 (🇹🇻) flag for Tuvalu
U+1F1F9 U+1F1FC ; emoji ; 1398 ;  china, flag, province, taiwan, Taiwan ; x   # V6.0 (🇹🇼) flag for Taiwan
U+1F1F9 U+1F1FF ; emoji ; 1399 ;  flag, republic, tanzania, united, Tanzania ;  x   # V6.0 (🇹🇿) flag for Tanzania
U+1F1FA U+1F1E6 ; emoji ; 1400 ;  flag, ukraine, Ukraine ;  x   # V6.0 (🇺🇦) flag for Ukraine
U+1F1FA U+1F1EC ; emoji ; 1401 ;  flag, uganda, Uganda ;  x   # V6.0 (🇺🇬) flag for Uganda
U+1F1FA U+1F1F2 ; emoji ; 1402 ;  flag, islands, outlying, u.s., united, U.S. Outlying Islands ;  x   # V6.0 (🇺🇲) flag for U.S. Outlying Islands
U+1F1FA U+1F1F8 ; emoji ; 1403 ;  america, flag, u.s., u.s.a., united, us, usa, United States ; j   # V6.0 (🇺🇸) flag for United States
U+1F1FA U+1F1FE ; emoji ; 1404 ;  flag, uruguay, Uruguay ;  x   # V6.0 (🇺🇾) flag for Uruguay
U+1F1FA U+1F1FF ; emoji ; 1405 ;  flag, uzbekistan, Uzbekistan ;  x   # V6.0 (🇺🇿) flag for Uzbekistan
U+1F1FB U+1F1E6 ; emoji ; 1406 ;  city, flag, holy, see, vatican, Vatican City ;  x   # V6.0 (🇻🇦) flag for Vatican City
U+1F1FB U+1F1E8 ; emoji ; 1407 ;  flag, grenadines, saint, st., vincent, St. Vincent & Grenadines ; x   # V6.0 (🇻🇨) flag for St. Vincent & Grenadines
U+1F1FB U+1F1EA ; emoji ; 1408 ;  bolivarian, flag, republic, venezuela, Venezuela ;  x   # V6.0 (🇻🇪) flag for Venezuela
U+1F1FB U+1F1EC ; emoji ; 1409 ;  british, flag, islands, virgin, British Virgin Islands ;  x   # V6.0 (🇻🇬) flag for British Virgin Islands
U+1F1FB U+1F1EE ; emoji ; 1410 ;  flag, islands, u.s., united, virgin, U.S. Virgin Islands ;  x   # V6.0 (🇻🇮) flag for U.S. Virgin Islands
U+1F1FB U+1F1F3 ; emoji ; 1411 ;  flag, nam, viet, vietnam, Vietnam ; x   # V6.0 (🇻🇳) flag for Vietnam
U+1F1FB U+1F1FA ; emoji ; 1412 ;  flag, vanuatu, Vanuatu ;  x   # V6.0 (🇻🇺) flag for Vanuatu
U+1F1FC U+1F1EB ; emoji ; 1413 ;  flag, futuna, islands, wallis, Wallis and Futuna ;  x   # V6.0 (🇼🇫) flag for Wallis and Futuna
U+1F1FC U+1F1F8 ; emoji ; 1414 ;  flag, samoa, Samoa ;  x   # V6.0 (🇼🇸) flag for Samoa
U+1F1FD U+1F1F0 ; emoji ; 1415 ;  flag, kosovo, Kosovo ;  x   # V6.0 (🇽🇰) flag for Kosovo
U+1F1FE U+1F1EA ; emoji ; 1416 ;  flag, rep., yemen, Yemen ;  x   # V6.0 (🇾🇪) flag for Yemen
U+1F1FE U+1F1F9 ; emoji ; 1417 ;  flag, mayotte, Mayotte ;  x   # V6.0 (🇾🇹) flag for Mayotte
U+1F1FF U+1F1E6 ; emoji ; 1418 ;  africa, flag, south, South Africa ; x   # V6.0 (🇿🇦) flag for South Africa
U+1F1FF U+1F1F2 ; emoji ; 1419 ;  flag, zambia, Zambia ;  x   # V6.0 (🇿🇲) flag for Zambia
U+1F1FF U+1F1FC ; emoji ; 1420 ;  flag, zimbabwe, Zimbabwe ;  x   # V6.0 (🇿🇼) flag for Zimbabwe
U+2B06 ;  text ;  1421 ;  arrow ; aj  # V4.0 (⬆) upwards black arrow
U+2197 ;  text ;  1422 ;  arrow, northeast ;  j   # V1.1 (↗) north east arrow
U+27A1 ;  text ;  1423 ;  arrow ; zaj   # V1.1 (➡) black rightwards arrow
U+2198 ;  text ;  1424 ;  arrow, southeast ;  j   # V1.1 (↘) south east arrow
U+2B07 ;  text ;  1425 ;  arrow, down ; aj  # V4.0 (⬇) downwards black arrow
U+2199 ;  text ;  1426 ;  arrow, southwest ;  j   # V1.1 (↙) south west arrow
U+2B05 ;  text ;  1427 ;  arrow ; aj  # V4.0 (⬅) leftwards black arrow
U+2196 ;  text ;  1428 ;  arrow, northwest ;  j   # V1.1 (↖) north west arrow
U+2195 ;  text ;  1429 ;  arrow ; zj  # V1.1 (↕) up down arrow
U+2194 ;  text ;  1430 ;  arrow ; zj  # V1.1 (↔) left right arrow
U+21A9 ;  text ;  1431 ;  arrow ; j   # V1.1 (↩) leftwards arrow with hook
U+21AA ;  text ;  1432 ;  arrow ; j   # V1.1 (↪) rightwards arrow with hook
U+2934 ;  text ;  1433 ;  arrow ; j   # V3.2 (⤴) arrow pointing rightwards then curving upwards
U+2935 ;  text ;  1434 ;  arrow, down ; j   # V3.2 (⤵) arrow pointing rightwards then curving downwards
U+1F503 ; emoji ; 1435 ;  arrow, clockwise, reload ;  j   # V6.0 (🔃) clockwise downwards and upwards open circle arrows
U+1F504 ; emoji ; 1436 ;  anticlockwise, arrow, clockwise ; x   # V6.0 (🔄) anticlockwise downwards and upwards open circle arrows
U+1F5D8 ; emoji ; 1437 ;  arrow, clockwise ;  w   # V7.0 (🗘) clockwise right and left semicircle arrows
U+1F519 ; emoji ; 1438 ;  above, arrow, back ;  j   # V6.0 (🔙) back with leftwards arrow above
U+1F51A ; emoji ; 1439 ;  above, arrow, end ; j   # V6.0 (🔚) end with leftwards arrow above
U+1F51B ; emoji ; 1440 ;  above, arrow, on ;  j   # V6.0 (🔛) on with exclamation mark with left right arrow above
U+1F51C ; emoji ; 1441 ;  above, arrow, soon ;  j   # V6.0 (🔜) soon with rightwards arrow above
U+1F51D ; emoji ; 1442 ;  above, arrow, top, up ; j   # V6.0 (🔝) top with upwards arrow above
U+2622 ;  text ;  1443 ;  radioactive, sign ; x   # V1.1 (☢) radioactive sign
U+2623 ;  text ;  1444 ;  biohazard, sign ; x   # V1.1 (☣) biohazard sign
U+262E ;  text ;  1445 ;  peace, sign ; x   # V1.1 (☮) peace symbol
U+262F ;  text ;  1446 ;  sign, yang, yin ; w   # V1.1 (☯) yin yang
U+2672 ;  text ;  1447 ;  recycle, recycling, sign, universal ; x   # V3.2 (♲) universal recycling symbol
U+267E ;  text ;  1448 ;  paper, permanent, sign ;  x   # V4.1 (♾) permanent paper sign
U+1F4AE ; emoji ; 1449 ;  flower, object ;  j   # V6.0 (💮) white flower
U+267B ;  text ;  1450 ;  recycle, recycling, solid, travel, universal ;  j   # V3.2 (♻) black universal recycling symbol
U+26A1 ;  emoji ; 1451 ;  danger, electric, electricity, high, nature, travel, voltage, zap ; aj  # V4.0 (⚡) high voltage sign
U+2B50 ;  emoji ; 1452 ;  nature, star ;  j   # V5.1 (⭐) white medium star
U+2B55 ;  emoji ; 1453 ;  circle, o, travel ; j   # V5.2 (⭕) heavy large circle
U+2705 ;  emoji ; 1454 ;  check, sign ; j   # V6.0 (✅) white heavy check mark
U+2611 ;  text ;  1455 ;  ballot, box, check, sign ;  jw  # V1.1 (☑) ballot box with check
U+2714 ;  text ;  1456 ;  check, sign ; zjw   # V1.1 (✔) heavy check mark
U+2715 ;  text ;  1457 ;  cancel, multiplication, multiply, sign, x ; z   # V1.1 (✕) multiplication x
U+2716 ;  text ;  1458 ;  cancel, multiplication, multiply, sign, x ; zj  # V1.1 (✖) heavy multiplication x
U+2717 ;  text ;  1459 ;  ballot, sign ;  z   # V1.1 (✗) ballot x
U+2718 ;  text ;  1460 ;  ballot, sign ;  z   # V1.1 (✘) heavy ballot x
U+1F5D9 ; emoji ; 1461 ;  cancel, multiplication, multiply, sign, x ; w   # V7.0 (🗙) cancellation x
U+274C ;  emoji ; 1462 ;  cancel, multiplication, multiply, sign, x ; j   # V6.0 (❌) cross mark
