# DRAFT emoji-data.txt
# For details about the format and other information, see index.html#Data_Files.
#
# Format
# Code ;  Default Style ; Ordering ;  Annotations ; Sources # Version Char Name
#
U+1F003 ; text ;  770 ; game, mahjong ; x   # V5.1 (🀃) mahjong tile north wind
U+1F004 ; emoji ; 771 ; game, mahjong, red ;  j   # V5.1 (🀄) mahjong tile red dragon
U+1F005 ; text ;  772 ; game, mahjong ; x   # V5.1 (🀅) mahjong tile green dragon
U+1F006 ; text ;  773 ; game, mahjong ; x   # V5.1 (🀆) mahjong tile white dragon
U+1F007 ; text ;  774 ; game, mahjong ; x   # V5.1 (🀇) mahjong tile one of characters
U+1F008 ; text ;  775 ; game, mahjong ; x   # V5.1 (🀈) mahjong tile two of characters
U+1F009 ; text ;  776 ; game, mahjong ; x   # V5.1 (🀉) mahjong tile three of characters
U+1F00A ; text ;  777 ; game, mahjong ; x   # V5.1 (🀊) mahjong tile four of characters
U+1F00B ; text ;  778 ; game, mahjong ; x   # V5.1 (🀋) mahjong tile five of characters
U+1F00C ; text ;  779 ; game, mahjong ; x   # V5.1 (🀌) mahjong tile six of characters
U+1F00D ; text ;  780 ; game, mahjong ; x   # V5.1 (🀍) mahjong tile seven of characters
U+1F00E ; text ;  781 ; game, mahjong ; x   # V5.1 (🀎) mahjong tile eight of characters
U+1F00F ; text ;  782 ; game, mahjong ; x   # V5.1 (🀏) mahjong tile nine of characters
U+1F010 ; text ;  783 ; 1, bamboo, game, mahjong, one ; x   # V5.1 (🀐) mahjong tile one of bamboos
U+1F011 ; text ;  784 ; 2, bamboo, game, mahjong, two ; x   # V5.1 (🀑) mahjong tile two of bamboos
U+1F012 ; text ;  785 ; 3, bamboo, game, mahjong, three ; x   # V5.1 (🀒) mahjong tile three of bamboos
U+1F013 ; text ;  786 ; 4, bamboo, four, game, mahjong ;  x   # V5.1 (🀓) mahjong tile four of bamboos
U+1F014 ; text ;  787 ; 5, bamboo, five, game, mahjong ;  x   # V5.1 (🀔) mahjong tile five of bamboos
U+1F015 ; text ;  788 ; 6, bamboo, game, mahjong, six ; x   # V5.1 (🀕) mahjong tile six of bamboos
U+1F016 ; text ;  789 ; 7, bamboo, game, mahjong, seven ; x   # V5.1 (🀖) mahjong tile seven of bamboos
U+1F017 ; text ;  790 ; 8, bamboo, eight, game, mahjong ; x   # V5.1 (🀗) mahjong tile eight of bamboos
U+1F018 ; text ;  791 ; 9, bamboo, game, mahjong, nine ;  x   # V5.1 (🀘) mahjong tile nine of bamboos
U+1F019 ; text ;  792 ; 1, circle, game, mahjong, one ; x   # V5.1 (🀙) mahjong tile one of circles
U+1F01A ; text ;  793 ; 2, circle, game, mahjong, two ; x   # V5.1 (🀚) mahjong tile two of circles
U+1F01B ; text ;  794 ; 3, circle, game, mahjong, three ; x   # V5.1 (🀛) mahjong tile three of circles
U+1F01C ; text ;  795 ; 4, circle, four, game, mahjong ;  x   # V5.1 (🀜) mahjong tile four of circles
U+1F01D ; text ;  796 ; 5, circle, five, game, mahjong ;  x   # V5.1 (🀝) mahjong tile five of circles
U+1F01E ; text ;  797 ; 6, circle, game, mahjong, six ; x   # V5.1 (🀞) mahjong tile six of circles
U+1F01F ; text ;  798 ; 7, circle, game, mahjong, seven ; x   # V5.1 (🀟) mahjong tile seven of circles
U+1F020 ; text ;  799 ; 8, circle, eight, game, mahjong ; x   # V5.1 (🀠) mahjong tile eight of circles
U+1F021 ; text ;  800 ; 9, circle, game, mahjong, nine ;  x   # V5.1 (🀡) mahjong tile nine of circles
U+1F022 ; text ;  801 ; game, mahjong, plum ; x   # V5.1 (🀢) mahjong tile plum
U+1F023 ; text ;  802 ; game, mahjong, orchid ; x   # V5.1 (🀣) mahjong tile orchid
U+1F024 ; text ;  803 ; bamboo, game, mahjong ; x   # V5.1 (🀤) mahjong tile bamboo
U+1F025 ; text ;  804 ; chrysanthemum, game, mahjong ;  x   # V5.1 (🀥) mahjong tile chrysanthemum
U+1F026 ; text ;  805 ; game, mahjong, spring ; x   # V5.1 (🀦) mahjong tile spring
U+1F027 ; text ;  806 ; game, mahjong, summer ; x   # V5.1 (🀧) mahjong tile summer
U+1F028 ; text ;  807 ; autumn, fall, game, mahjong ; x   # V5.1 (🀨) mahjong tile autumn
U+1F029 ; text ;  808 ; game, mahjong, winter ; x   # V5.1 (🀩) mahjong tile winter
U+1F02A ; text ;  809 ; game, joker, mahjong ;  x   # V5.1 (🀪) mahjong tile joker
U+1F02B ; text ;  810 ; back, game, mahjong ; x   # V5.1 (🀫) mahjong tile back
U+1F0F5 ; text ;  811 ; card, game, playing, tarot ;  x   # V7.0 (🃵) playing card trump-21
U+1F3AE ; emoji ; 812 ; controller, game, video ; jw  # V6.0 (🎮) video game
U+1F579 ; emoji ; 813 ; game, joystick, object ;  w   # V7.0 (🕹) joystick
U+26BD ;  emoji ; 814 ; ball, soccer, sport ; j   # V5.2 (⚽) soccer ball
U+26BE ;  emoji ; 815 ; ball, baseball, sport ; aj  # V5.2 (⚾) baseball
U+1F3C0 ; emoji ; 816 ; ball, basketball, hoop, sport ; j   # V6.0 (🏀) basketball and hoop
U+1F3C8 ; emoji ; 817 ; american, ball, football, sport ; j   # V6.0 (🏈) american football
U+1F3C9 ; emoji ; 818 ; ball, football, rugby, sport ;  x   # V6.0 (🏉) rugby football
U+1F3BE ; emoji ; 819 ; ball, racquet, sport, tennis ;  j   # V6.0 (🎾) tennis racquet and ball
U+1F3B1 ; emoji ; 820 ; 8, 8 ball, ball, billiard, eight, game, sport ; j   # V6.0 (🎱) billiards
U+1F3B3 ; emoji ; 821 ; ball, bowling, game, sport ;  j   # V6.0 (🎳) bowling
U+26F3 ;  emoji ; 822 ; flag, golf, golfing, hole, sport, travel ;  ajw   # V5.2 (⛳) flag in hole
U+1F3CC ; emoji ; 823 ; ball, golfer, human, person, sport ;  w   # V7.0 (🏌) golfer
U+26F8 ;  emoji ; 824 ; ice, skate, skating, sport, travel ;  a   # V5.2 (⛸) ice skate
U+1F3A3 ; emoji ; 825 ; entertainment, fish, fishing, pole, sport ; j   # V6.0 (🎣) fishing pole and fish
U+1F3BD ; emoji ; 826 ; running, sash, shirt, sport ; j   # V6.0 (🎽) running shirt with sash
U+1F3BF ; emoji ; 827 ; ski, skier, skiing, sport ; j   # V6.0 (🎿) ski and ski boot
U+26F7 ;  emoji ; 828 ; human, person, ski, skier, skiing, sport, travel ;  aw  # V5.2 (⛷) skier
U+1F3C2 ; emoji ; 829 ; human, person, ski, skier, skiing, snowboard, snowboarder, snowboarding, sport ;  jw  # V6.0 (🏂) snowboarder
U+1F3C4 ; emoji ; 830 ; human, person, sport, surfer, surfing ; jw  # V6.0 (🏄) surfer
U+1F3C7 ; emoji ; 831 ; horse, human, jockey, person, racing, sport, travel ; x   # V6.0 (🏇) horse racing
U+1F3CA ; emoji ; 832 ; human, person, sport, swim, swimmer, swimming, travel ; jw  # V6.0 (🏊) swimmer
U+26F9 ;  emoji ; 833 ; ball, human, person, sport, travel ;  a   # V5.2 (⛹) person with ball
U+1F3CB ; emoji ; 834 ; human, lifter, person, sport, weight ;  w   # V7.0 (🏋) weight lifter
U+1F3C5 ; emoji ; 835 ; medal, sport ;  x   # V7.0 (🏅) sports medal
U+1F3C6 ; emoji ; 836 ; prize, sport, trophy ;  jw  # V6.0 (🏆) trophy
U+1F507 ; emoji ; 837 ; mute, quiet, sound, speaker ; x   # V6.0 (🔇) speaker with cancellation stroke
U+1F508 ; emoji ; 838 ; sound, speaker ;  w   # V6.0 (🔈) speaker
U+1F509 ; emoji ; 839 ; low, sound, speaker, volume, wave ; x   # V6.0 (🔉) speaker with one sound wave
U+1F50A ; emoji ; 840 ; 3, high, loud, sound, speaker, three, volume, waves ; j   # V6.0 (🔊) speaker with three sound waves
U+1F568 ; emoji ; 841 ; communication, sound, speaker ; w   # V7.0 (🕨) right speaker
U+1F569 ; emoji ; 842 ; communication, sound, speaker, wave ; x   # V7.0 (🕩) right speaker with one sound wave
U+1F56A ; emoji ; 843 ; 3, communication, sound, speaker, three, waves ;  x   # V7.0 (🕪) right speaker with three sound waves
U+1F56B ; emoji ; 844 ; bullhorn, communication, sound ;  w   # V7.0 (🕫) bullhorn
U+1F56C ; emoji ; 845 ; bullhorn, communication, loud, sound, waves ; w   # V7.0 (🕬) bullhorn with sound waves
U+1F4E2 ; emoji ; 846 ; address, communication, hand, loud, loudspeaker, public, sound ;  j   # V6.0 (📢) public address loudspeaker
U+1F4E3 ; emoji ; 847 ; cheering, communication, mega, megaphone, sound ; j   # V6.0 (📣) cheering megaphone
U+1F4EF ; emoji ; 848 ; communication, horn, object, postal, sound ;  x   # V6.0 (📯) postal horn
U+1F514 ; emoji ; 849 ; bell, sound ; j   # V6.0 (🔔) bell
U+1F515 ; emoji ; 850 ; bell, forbidden, no, not, prohibited, sound ; x   # V6.0 (🔕) bell with cancellation stroke
U+1F56D ; emoji ; 851 ; bell, ring, sound ; w   # V7.0 (🕭) ringing bell
U+1F500 ; emoji ; 852 ; arrow, crossed ;  x   # V6.0 (🔀) twisted rightwards arrows
U+1F501 ; emoji ; 853 ; arrow, clockwise, repeat ;  x   # V6.0 (🔁) clockwise rightwards and leftwards open circle arrows
U+1F502 ; emoji ; 854 ; arrow, clockwise, once ;  x   # V6.0 (🔂) clockwise rightwards and leftwards open circle arrows with circled one overlay
U+25B6 ;  text ;  855 ; arrow, play, right, sound, triangle ; ajw   # V1.1 (▶) black right-pointing triangle
U+23F5 ;  text ;  856 ; arrow, play, right, sound, triangle ; w   # V7.0 (⏵) black medium right-pointing triangle
U+23E9 ;  emoji ; 857 ; arrow, double, fast, forward, sound ; jw  # V6.0 (⏩) black right-pointing double triangle
U+23ED ;  text ;  858 ; arrow, next scene, next track, sound, triangle ;  w   # V6.0 (⏭) black right-pointing double triangle with vertical bar
U+23EF ;  text ;  859 ; arrow, pause, play, right, sound, triangle ;  x   # V6.0 (⏯) black right-pointing triangle with double vertical bar
U+25C0 ;  text ;  860 ; arrow, left, reverse, sound, triangle ; ajw   # V1.1 (◀) black left-pointing triangle
U+23F4 ;  text ;  861 ; arrow, left, reverse, sound, triangle ; w   # V7.0 (⏴) black medium left-pointing triangle
U+23EA ;  emoji ; 862 ; arrow, double, rewind, sound ;  jw  # V6.0 (⏪) black left-pointing double triangle
U+23EE ;  text ;  863 ; arrow, previous scene, previous track, sound, triangle ;  w   # V6.0 (⏮) black left-pointing double triangle with vertical bar
U+1F53C ; emoji ; 864 ; arrow, button, red ;  j   # V6.0 (🔼) up-pointing small red triangle
U+23F6 ;  text ;  865 ; arrow, sound, triangle, up ;  w   # V7.0 (⏶) black medium up-pointing triangle
U+23EB ;  emoji ; 866 ; arrow, double, sound ;  j   # V6.0 (⏫) black up-pointing double triangle
U+1F53D ; emoji ; 867 ; arrow, button, down, red ;  j   # V6.0 (🔽) down-pointing small red triangle
U+23F7 ;  text ;  868 ; down, sound ; w   # V7.0 (⏷) black medium down-pointing triangle
U+23EC ;  emoji ; 869 ; arrow, double, down, sound ;  j   # V6.0 (⏬) black down-pointing double triangle
U+23F8 ;  text ;  870 ; bar, double, pause, sound, vertical ; w   # V7.0 (⏸) double vertical bar
U+23F9 ;  text ;  871 ; sound, square, stop ; w   # V7.0 (⏹) black square for stop
U+23FA ;  text ;  872 ; circle, record, sound ; w   # V7.0 (⏺) black circle for record
U+23CF ;  text ;  873 ; eject, sound ;  x   # V4.0 (⏏) eject symbol
U+1F3BC ; emoji ; 874 ; activity, music, score, sound ; j   # V6.0 (🎼) musical score
U+2669 ;  text ;  875 ; music, note, quarter, sound ; x   # V1.1 (♩) quarter note
U+266A ;  text ;  876 ; eighth, music, note, sound ;  x   # V1.1 (♪) eighth note
U+1F3B5 ; emoji ; 877 ; activity, music, note, sound ;  j   # V6.0 (🎵) musical note
U+1F39C ; emoji ; 878 ; ascending, beamed, music, note, sound ; w   # V7.0 (🎜) beamed ascending musical notes
U+1F39D ; emoji ; 879 ; beamed, descending, music, note, sound ;  x   # V7.0 (🎝) beamed descending musical notes
U+266B ;  text ;  880 ; beamed, eighth, music, note, sound ;  x   # V1.1 (♫) beamed eighth notes
U+266C ;  text ;  881 ; beamed, music, note, sixteenth, sound ; a   # V1.1 (♬) beamed sixteenth notes
U+1F3B6 ; emoji ; 882 ; activity, music, note, notes, sound ; j   # V6.0 (🎶) multiple musical notes
U+266D ;  text ;  883 ; flat, music, sound ;  x   # V1.1 (♭) music flat sign
U+266E ;  text ;  884 ; music, natural, sound ; x   # V1.1 (♮) music natural sign
U+266F ;  text ;  885 ; music, sharp, sound ; x   # V1.1 (♯) music sharp sign
U+1F398 ; emoji ; 886 ; keyboard, music, object, sound, wired ; w   # V7.0 (🎘) musical keyboard with jacks
U+1F399 ; emoji ; 887 ; mic, microphone, music, object, sound, studio ; w   # V7.0 (🎙) studio microphone
U+1F39A ; emoji ; 888 ; level, music, object, slider, sound ; w   # V7.0 (🎚) level slider
U+1F39B ; emoji ; 889 ; control, knobs, music, object, sound ;  w   # V7.0 (🎛) control knobs
U+1F3A4 ; emoji ; 890 ; activity, entertainment, karaoke, mic, microphone, sound ;  j   # V6.0 (🎤) microphone
U+1F3A7 ; emoji ; 891 ; activity, entertainment, headphone, headphones, sound ; jw  # V6.0 (🎧) headphone
U+1F3B7 ; emoji ; 892 ; activity, instrument, music, sax, saxophone, sound ;  j   # V6.0 (🎷) saxophone
U+1F3B8 ; emoji ; 893 ; activity, guitar, instrument, music, sound ;  j   # V6.0 (🎸) guitar
U+1F3B9 ; emoji ; 894 ; activity, instrument, keyboard, music, piano, sound ; j   # V6.0 (🎹) musical keyboard
U+1F3BA ; emoji ; 895 ; activity, instrument, music, sound, trumpet ; j   # V6.0 (🎺) trumpet
U+1F3BB ; emoji ; 896 ; activity, instrument, music, sound, violin ;  j   # V6.0 (🎻) violin
U+1F4FE ; emoji ; 897 ; portable, sound, stereo ; w   # V7.0 (📾) portable stereo
U+1F4FB ; emoji ; 898 ; object, radio, video ;  jw  # V6.0 (📻) radio
U+1F4F1 ; emoji ; 899 ; cell, communication, iphone, mobile, object, phone ;  j   # V6.0 (📱) mobile phone
U+1F4F3 ; emoji ; 900 ; cell, communication, mobile, mode, object, phone, vibration ; j   # V6.0 (📳) vibration mode
U+1F4F4 ; emoji ; 901 ; cell, communication, mobile, object, off, phone ; j   # V6.0 (📴) mobile phone off
U+1F581 ; emoji ; 902 ; clamshell, communication, mobile, phone, sound ;  w   # V7.0 (🖁) clamshell mobile phone
U+1F4F2 ; emoji ; 903 ; arrow, call, calling, cell, communication, finish, mobile, object, phone, receive ; j   # V6.0 (📲) mobile phone with rightwards arrow at left
U+1F4F5 ; emoji ; 904 ; cell, communication, forbidden, mobile, no, not, object, phone, prohibited ;  x   # V6.0 (📵) no mobile phones
U+260E ;  text ;  905 ; office, phone, sound, telephone ; zaj   # V1.1 (☎) black telephone
U+1F4DE ; emoji ; 906 ; communication, phone, receiver, sound, telephone ;  j   # V6.0 (📞) telephone receiver
U+260F ;  text ;  907 ; office, sound, telephone ;  x   # V1.1 (☏) white telephone
U+2706 ;  text ;  908 ; office, telephone ; zw  # V1.1 (✆) telephone location sign
U+0023 U+20E3 ; text ;  909 ; hash, keycap, pound, word ; j   # V3.0 (#⃣) keycap number sign
U+002A U+20E3 ; text ;  910 ; asterisk, keycap, star ;  x   # V3.0 (*⃣) keycap asterisk
U+0030 U+20E3 ; text ;  911 ; 0, keycap, word, zero ; j   # V3.0 (0⃣) keycap digit zero
U+0031 U+20E3 ; text ;  912 ; 1, keycap, one, word ;  j   # V3.0 (1⃣) keycap digit one
U+0032 U+20E3 ; text ;  913 ; 2, keycap, two, word ;  j   # V3.0 (2⃣) keycap digit two
U+0033 U+20E3 ; text ;  914 ; 3, keycap, three, word ;  j   # V3.0 (3⃣) keycap digit three
U+0034 U+20E3 ; text ;  915 ; 4, four, keycap, word ; j   # V3.0 (4⃣) keycap digit four
U+0035 U+20E3 ; text ;  916 ; 5, five, keycap, word ; j   # V3.0 (5⃣) keycap digit five
U+0036 U+20E3 ; text ;  917 ; 6, keycap, six, word ;  j   # V3.0 (6⃣) keycap digit six
U+0037 U+20E3 ; text ;  918 ; 7, keycap, seven, word ;  j   # V3.0 (7⃣) keycap digit seven
U+0038 U+20E3 ; text ;  919 ; 8, eight, keycap, word ;  j   # V3.0 (8⃣) keycap digit eight
U+0039 U+20E3 ; text ;  920 ; 9, keycap, nine, word ; j   # V3.0 (9⃣) keycap digit nine
U+1F51F ; emoji ; 921 ; 10, keycap, ten, word ; j   # V6.0 (🔟) keycap ten
U+1F4F6 ; emoji ; 922 ; antenna, bars, communication, mobile, object, phone, signal ; j   # V6.0 (📶) antenna with bars
U+1F4DF ; emoji ; 923 ; communication, office, pager ;  jw  # V6.0 (📟) pager
U+1F4E0 ; emoji ; 924 ; communication, fax, office ;  j   # V6.0 (📠) fax machine
U+1F3A5 ; emoji ; 925 ; activity, camera, cinema, entertainment, movie, object ;  j   # V6.0 (🎥) movie camera
U+1F3A6 ; emoji ; 926 ; activity, camera, cinema, entertainment, film, movie, object ;  j   # V6.0 (🎦) cinema
U+1F3AC ; emoji ; 927 ; activity, clapper, entertainment, movie, object ; jw  # V6.0 (🎬) clapper board
U+1F4FD ; emoji ; 928 ; cinema, film, movie, object, projector, video ; w   # V7.0 (📽) film projector
U+1F4FA ; emoji ; 929 ; object, television, tv, video ; jw  # V6.0 (📺) television
U+1F4F7 ; emoji ; 930 ; camera, object, video ; jw  # V6.0 (📷) camera
U+1F4F8 ; emoji ; 931 ; camera, flash, object, video ;  x   # V7.0 (📸) camera with flash
U+1F4F9 ; emoji ; 932 ; camera, object, video ; jw  # V6.0 (📹) video camera
U+1F4FC ; emoji ; 933 ; object, tape, vhs, video, videocassette ; j   # V6.0 (📼) videocassette
U+1F505 ; emoji ; 934 ; brightness, dim, low, sign ;  x   # V6.0 (🔅) low brightness symbol
U+1F506 ; emoji ; 935 ; bright, brightness, sign ;  x   # V6.0 (🔆) high brightness symbol
U+1F50D ; emoji ; 936 ; glass, magnifying, object, search ; jw  # V6.0 (🔍) left-pointing magnifying glass
U+1F50E ; emoji ; 937 ; glass, magnifying, object, search ; j   # V6.0 (🔎) right-pointing magnifying glass
U+1F52C ; emoji ; 938 ; microscope, object, tool ;  x   # V6.0 (🔬) microscope
U+1F52D ; emoji ; 939 ; object, telescope, tool ; x   # V6.0 (🔭) telescope
U+1F525 ; emoji ; 940 ; fire, flame, object, tool ; j   # V6.0 (🔥) fire
U+1F56F ; emoji ; 941 ; candle, object ;  w   # V7.0 (🕯) candle
U+1F4A1 ; emoji ; 942 ; bulb, comic, electric, idea, light, object ;  j   # V6.0 (💡) electric light bulb
U+1F526 ; emoji ; 943 ; electric, flashlight, light, object, tool, torch ;  j   # V6.0 (🔦) electric torch
U+1F3EE ; emoji ; 944 ; bar, japanese, lantern, place, red, restaurant ;  j   # V6.0 (🏮) izakaya lantern
U+1F383 ; emoji ; 945 ; activity, celebration, halloween, jack, lantern, object ; j   # V6.0 (🎃) jack-o-lantern
U+1F384 ; emoji ; 946 ; activity, celebration, christmas, object, tree ;  j   # V6.0 (🎄) christmas tree
U+1F385 ; emoji ; 947 ; activity, celebration, christmas, fantasy, father, human, person, santa ; j   # V6.0 (🎅) father christmas
U+1F386 ; emoji ; 948 ; activity, celebration, firework, fireworks, object ;  j   # V6.0 (🎆) fireworks
U+1F387 ; emoji ; 949 ; activity, celebration, firework, object, sparkle, sparkler ;  j   # V6.0 (🎇) firework sparkler
U+2728 ;  emoji ; 950 ; sign, sparkle, sparkler, sparkles, star ; j   # V6.0 (✨) sparkles
U+1F388 ; emoji ; 951 ; activity, balloon, celebration, object ;  j   # V6.0 (🎈) balloon
U+1F389 ; emoji ; 952 ; activity, celebration, object, party, popper, tada ;  j   # V6.0 (🎉) party popper
U+1F38A ; emoji ; 953 ; activity, ball, celebration, confetti, object ; j   # V6.0 (🎊) confetti ball
U+1F38B ; emoji ; 954 ; activity, banner, celebration, japanese, object, tree ; j   # V6.0 (🎋) tanabata tree
U+1F38C ; emoji ; 955 ; activity, celebration, cross, crossed, flag, japanese ; j   # V6.0 (🎌) crossed flags
U+1F38D ; emoji ; 956 ; activity, bamboo, celebration, japanese, object, pine, plant ;  j   # V6.0 (🎍) pine decoration
U+1F38E ; emoji ; 957 ; activity, celebration, doll, dolls, festival, japanese ;  j   # V6.0 (🎎) japanese dolls
U+1F38F ; emoji ; 958 ; activity, carp, celebration, flags, object, streamer ;  j   # V6.0 (🎏) carp streamer
U+1F390 ; emoji ; 959 ; activity, celebration, chime, object, wind ;  j   # V6.0 (🎐) wind chime
U+1F391 ; emoji ; 960 ; activity, celebration, ceremony, moon, object ; j   # V6.0 (🎑) moon viewing ceremony
U+1F393 ; emoji ; 961 ; activity, cap, celebration, graduation, object ;  jw  # V6.0 (🎓) graduation cap
U+1F3A8 ; emoji ; 962 ; activity, art, artist, entertainment, object, paint, palette ;  j   # V6.0 (🎨) artist palette
U+1F3AF ; emoji ; 963 ; activity, bull’s eye, dart, eye, game, hit, object, target ;  j   # V6.0 (🎯) direct hit
U+1F3B4 ; emoji ; 964 ; activity, card, flower, game, japanese, object, playing ; j   # V6.0 (🎴) flower playing cards
U+1F380 ; emoji ; 965 ; celebration, object, ribbon ; j   # V6.0 (🎀) ribbon
U+1F381 ; emoji ; 966 ; celebration, gift, object, present, wrapped ; j   # V6.0 (🎁) wrapped present
U+1F396 ; emoji ; 967 ; celebration, medal, military, object ;  w   # V7.0 (🎖) military medal
U+1F397 ; emoji ; 968 ; celebration, object, reminder, ribbon ; w   # V7.0 (🎗) reminder ribbon
U+1F39E ; emoji ; 969 ; cinema, entertainment, film, frames, movie, object ;  w   # V7.0 (🎞) film frames
U+1F39F ; emoji ; 970 ; admission, entertainment, object, ticket ;  w   # V7.0 (🎟) admission tickets
U+1F3F7 ; emoji ; 971 ; label, object ; w   # V7.0 (🏷) label
U+1F4D4 ; emoji ; 972 ; book, cover, decorated, notebook, office ;  j   # V6.0 (📔) notebook with decorative cover
U+1F4D5 ; emoji ; 973 ; book, closed, office ;  j   # V6.0 (📕) closed book
U+1F4D6 ; emoji ; 974 ; book, office, open ;  j   # V6.0 (📖) open book
U+1F4D7 ; emoji ; 975 ; book, green, office ; j   # V6.0 (📗) green book
U+1F4D8 ; emoji ; 976 ; blue, book, office ;  j   # V6.0 (📘) blue book
U+1F4D9 ; emoji ; 977 ; book, office, orange ;  j   # V6.0 (📙) orange book
U+1F4DA ; emoji ; 978 ; book, books, office ; jw  # V6.0 (📚) books
U+1F56E ; emoji ; 979 ; book, object ;  w   # V7.0 (🕮) book
U+1F4D3 ; emoji ; 980 ; notebook, office ;  j   # V6.0 (📓) notebook
U+1F4D2 ; emoji ; 981 ; ledger, notebook, office ;  j   # V6.0 (📒) ledger
U+1F4C3 ; emoji ; 982 ; curl, document, office, page ;  j   # V6.0 (📃) page with curl
U+1F4DC ; emoji ; 983 ; office, paper, scroll ; j   # V6.0 (📜) scroll
U+1F5B9 ; emoji ; 984 ; document, office, text ;  w   # V7.0 (🖹) document with text
U+1F5BA ; emoji ; 985 ; document, office, picture, text ; w   # V7.0 (🖺) document with text and picture
U+1F5BB ; emoji ; 986 ; document, object, office, picture ; w   # V7.0 (🖻) document with picture
U+1F4C4 ; emoji ; 987 ; document, office, page ;  j   # V6.0 (📄) page facing up
U+1F5C5 ; emoji ; 988 ; empty, note, office ; w   # V7.0 (🗅) empty note
U+1F5C6 ; emoji ; 989 ; empty, note, office, page, paper ;  w   # V7.0 (🗆) empty note page
U+1F5C7 ; emoji ; 990 ; empty, note, office, pad ;  w   # V7.0 (🗇) empty note pad
U+1F5C8 ; emoji ; 991 ; note, office ;  w   # V7.0 (🗈) note
U+1F5C9 ; emoji ; 992 ; note, office, page, paper ; w   # V7.0 (🗉) note page
U+1F5CA ; emoji ; 993 ; note, office, pad ; w   # V7.0 (🗊) note pad
U+1F5CB ; emoji ; 994 ; document, empty, office ; w   # V7.0 (🗋) empty document
U+1F5CC ; emoji ; 995 ; empty, office, page, paper ;  w   # V7.0 (🗌) empty page
U+1F5CD ; emoji ; 996 ; empty, office, page ; w   # V7.0 (🗍) empty pages
U+1F5CE ; emoji ; 997 ; document, office ;  w   # V7.0 (🗎) document
U+1F5CF ; emoji ; 998 ; office, page, paper ; w   # V7.0 (🗏) page
U+1F5D0 ; emoji ; 999 ; office, page ;  w   # V7.0 (🗐) pages
U+1F4F0 ; emoji ; 1000 ;  communication, news, newspaper, object, paper ; j   # V6.0 (📰) newspaper
U+1F5DE ; emoji ; 1001 ;  news, newspaper, object, paper, rolled ;  w   # V7.0 (🗞) rolled-up newspaper
U+1F5DF ; emoji ; 1002 ;  circle, object, page, paper, text ; w   # V7.0 (🗟) page with circled text
U+1F4D1 ; emoji ; 1003 ;  bookmark, marker, office, tabs ;  j   # V6.0 (📑) bookmark tabs
U+1F516 ; emoji ; 1004 ;  bookmark, object ;  j   # V6.0 (🔖) bookmark
U+1F5BC ; emoji ; 1005 ;  frame, object, office, picture ;  w   # V7.0 (🖼) frame with picture
U+1F5BD ; emoji ; 1006 ;  frame, object, office, tiled ;  w   # V7.0 (🖽) frame with tiles
U+1F5BE ; emoji ; 1007 ;  frame, object, office ; w   # V7.0 (🖾) frame with an x
U+1F4B0 ; emoji ; 1008 ;  bag, dollar, money, moneybag, office ;  jw  # V6.0 (💰) money bag
U+1F4B4 ; emoji ; 1009 ;  bank, banknote, bill, money, note, office, yen ;  j   # V6.0 (💴) banknote with yen sign
U+1F4B5 ; emoji ; 1010 ;  bank, banknote, bill, dollar, money, note, office ; j   # V6.0 (💵) banknote with dollar sign
U+1F4B6 ; emoji ; 1011 ;  bank, banknote, bill, euro, money, note, office ; x   # V6.0 (💶) banknote with euro sign
U+1F4B7 ; emoji ; 1012 ;  bank, banknote, bill, money, note, office, pound ;  x   # V6.0 (💷) banknote with pound sign
U+1F4B8 ; emoji ; 1013 ;  bank, banknote, bill, dollar, flying, money, note, office, wings ;  j   # V6.0 (💸) money with wings
U+1F4B1 ; emoji ; 1014 ;  currency, exchange, money, office ; j   # V6.0 (💱) currency exchange
U+1F4B2 ; emoji ; 1015 ;  dollar, money, office ; j   # V6.0 (💲) heavy dollar sign
U+1F4B3 ; emoji ; 1016 ;  card, credit, office ;  jw  # V6.0 (💳) credit card
U+1F4B9 ; emoji ; 1017 ;  chart, graph, market, office, rising, trend, upward, yen ;  j   # V6.0 (💹) chart with upwards trend and yen sign
U+2709 ;  text ;  1018 ;  email, envelope, office ; zj  # V1.1 (✉) envelope
U+1F582 ; emoji ; 1019 ;  back, communication, envelope, office ; w   # V7.0 (🖂) back of envelope
U+1F583 ; emoji ; 1020 ;  communication, envelope, office, stamped ;  w   # V7.0 (🖃) stamped envelope
U+1F585 ; emoji ; 1021 ;  communication, envelope, flying, office ; w   # V7.0 (🖅) flying envelope
U+1F586 ; emoji ; 1022 ;  communication, envelope, office, pen, stamped ; w   # V7.0 (🖆) pen over stamped envelope
U+1F4E7 ; emoji ; 1023 ;  communication, e-mail, email, letter, mail, office ;  j   # V6.0 (📧) e-mail symbol
U+1F4E8 ; emoji ; 1024 ;  communication, email, envelope, incoming, letter, mail, office, receive ; j   # V6.0 (📨) incoming envelope
U+1F4E9 ; emoji ; 1025 ;  above, arrow, communication, down, email, envelope, letter, mail, office, outgoing, sent ;  j   # V6.0 (📩) envelope with downwards arrow above
U+1F584 ; emoji ; 1026 ;  communication, email, envelope, letter, lightning, mail, office ; w   # V7.0 (🖄) envelope with lightning
U+1F4E4 ; emoji ; 1027 ;  box, communication, letter, mail, office, outbox, sent, tray ;  jw  # V6.0 (📤) outbox tray
